_id,saep,dateSituation,cause,dateResolution,etat
2149,Bou ladhieb,2020-07-28,,,F
2150,Frajnia ,2020-07-28,,,F
2151,Frajnia,2020-07-28,,,F
2152,Frajnia (Ben sahloun),2020-07-28,,,F
2153,Bou Ladhieb (aouled saada),2020-07-28,,,F
2154,Rbai ouled aliya,2020-07-28,"Réhab,SAEP",2021,A
2155,Oudrane Nord,2020-07-28,manque de ressources,aout 2020,P
2156,Chaaleb,2020-07-28,dettes SONEDE + panne technique (casses de conduite fréquentes),aout 2020,P
2157, Chaaleb,2020-07-28,,,P
2158,L'abrage,2020-07-28,,,F
2159,Ltaifa 1,2020-07-28,,,F
2160,Ltaifa 2,2020-07-28,,,F
2161,ltafia2,2020-07-28,,,F
2162,Bir Abbes,2020-07-28,,,F
2163,Sidi abd kafi,2020-07-28,,,F
2164,Sidi Abd Kafi ,2020-07-28,,,F
2165,Sidi Issa,2020-07-28,,,F
2166,Sidi issa_choucha,2020-07-28,,,F
2167,Attcha,2020-07-28,,,F
2168,Kraima,2020-07-28,,,F
2169,Attacha,2020-07-28,,,F
2170,Raghayia,2020-07-28,,,F
2171,Msadga,2020-07-28,,,F
2172,Raghaya,2020-07-28,,,F
2173,Zelyana,2020-07-28,,,F
2174,Om choucha1,2020-07-28,,,F
2175,Om choucha 2,2020-07-28,,,F
2176,Om choucha,2020-07-28,,,F
2177,choket ,2020-07-28,,,F
2178,Jerwala_Satour,2020-07-28,,,F
2179,Jerwala_Satour(aouled Bahri),2020-07-28,,,F
2180,Jerwala,2020-07-28,,,F
24,Oued El Ghirene,2020-07-07,,,F
25,Abou El Wafa,2020-07-07,,,F
2181,Melha SAEP Sbih,2020-07-28,manque de ressources + dettes,après réechelonnement des dettes,P
2182,Chfafra AEP Sbih,2020-07-28,,,P
2183,Zobra AEP Sbih,2020-07-28,,,P
2184,Zaboussa Khawala,2020-07-28,dettes SONEDE + panne technique (casses de conduite fréquentes),aout 2020,P
2185,Atil,2020-07-28,dettes SONEDE + panne technique (casses de conduite fréquentes),aout 2020,P
2186,Frichet,2020-07-28,dettes SONEDE + panne technique (casses de conduite fréquentes),aout 2020,P
2187,Nawel -ouled gmar,2020-07-28,dettes SONEDE,après réechelonnement des dettes,A
2188,Essaraguia,2020-11-05,équipement en cours ,Dec_2020,A
2189,Fifh El Balloum,2020-11-05,équipement en cours,Dec_2020,A
2190,Takasim est,2020-11-05,,,F
2191,Bir Zouari,2020-11-05,,,F
2192,Chahed El Agreb,2020-11-05,rabattement de la nappe,,P
2193,Alanda 1,2020-11-05,,,F
2194,Alanda 2,2020-11-05,,,F
2195,Oued Jdari,2020-11-05,Endettement Sonede,,A
2196,Zamour,2020-11-05,manque financement  pour éléctrification,,A
2197,Ayeycha,2020-11-05,,,F
2198,Ouled Omor rouached,2020-11-05,,,F
2199,Hawel El Oued,2020-11-05,,,F
2200,Ouled Issa,2020-11-05,,,F
2201,Ouled Nasser Jbel,2020-11-05,manque resource d'eau+  refus de piquage de la part de la SONEDE,,A
2202,Bir Saad,2020-11-05,,,F
2203,El Hanachia,2020-11-05,,,F
2204,El Fej,2020-11-05,equipement en cours  de forage ouled ahmed ben saad 2  pour raccorder au réseau ,Fin Nov_2020,P
2205,El Ogla,2020-11-05,,,F
2206,Swinia,2020-11-05,non éléctrifié (en cours de signature de marché entre STEG et PDAI),,A
2207,Ftaimia,2020-11-05,,,F
2208,Abebsa,2020-11-05,opposition des citoyens sur le passage du conduite de refoulement,,A
2209,El Karia,2020-11-05,,,F
2210,Ouled Haj Boualleg,2020-11-05,,,F
2212,Mgalsia,2020-11-05,travaux d'electrification non achevé par steg,Nov_2020,A
2213,Amaymia 1,2020-11-05,,,F
2214,Gramlia,2020-11-05,,,F
2215,Amaymia 2,2020-11-05,,,F
2216,AmaymiaNadhour,2020-11-05,,,F
2217,Mitkidis,2020-11-05,,,F
2218,Guettar 2,2020-11-05,,,F
2219,Guettar 1,2020-11-05,,,F
2220,Rkaiez El Bidh,2020-11-05,,,F
2221,El Adhla El Hamra,2020-11-05,,,F
2211,Msadgfiya,2020-11-05,,,F
2222,Akarim Entilaka,2020-11-05,,,F
2223,Henchir Gtif,2020-11-05,,,F
2224,Henchir Barouka,2020-11-05,,,F
2225,Ouglet Ahmed,2020-11-05,,,F
2226,Ouled Mhamed,2020-11-05,,,F
2227,Hawel El Oued bis,2020-11-05,,,F
2229,Jdida - Jarara,2020-11-05,traveaux d'électrification en cours,Déc_2020,A
2230,El Hosseb,2020-11-05,non éléctrifié,Déc_2020,A
2231,Jdida Ouled Belgacem,2020-11-05,,,F
2232,Henchir Lafrah,2020-11-05,,,F
2233,Abed Essadeg,2020-11-05,,,F
2234,Hbarna,2020-11-05,en cours de creation du GDA,,A
2235,Goussa,2020-11-05, en cours  de raccordement du reseau avec forage sonede,Nov_2020,A
2236,O.Chrayet O.Tlijene,2020-11-05,en attente de l'expertise des travaux executés par  entreprise resilié ,2021,A
2237,Majoura Edekhla,2020-11-05,manque  de financement pour lancer une  consultation pour la réhabilitation de 1 km de conduite tassé  l'hors de l'execution des travaux de revetement de la route - ,,A
2238,Alim Edakhla,2020-11-05,,,F
2239,Ouled Zid,2020-11-05,,,F
2240,Echabiba,2020-11-05,,,F
2241,Athmnia,2020-11-05,,,F
2242,Henchir Lekhriba,2020-11-05,,,F
2243,Aouaynia (Ezalouf),2020-11-05,en cours de créer nouveau Gda ,,A
2244,Skakra,2020-11-05,Endettement Steg,,A
2245,Sned Jbel,2020-11-05,,,F
2246,Saaydia,2020-11-05,,,F
2247,Oued Lasfer,2020-11-05,ancien forage abandonné en cours de raccordement avec le nouveau forage oued lassfer 2,,P
2248,Khed Rabeh,2020-11-05,,,F
2249,El Grefi,2020-11-05,,,F
2250,Essarsar El Hmeimia,2020-11-05,,,F
2251,Ksar Mezwar,2020-11-05,,,F
2252,Jbel Echaara ,2020-11-05,,,F
2253,Ouled Soula,2020-11-05,,,F
2254,Ennheichia,2020-11-05,,,F
2255,Ain Soltan,2020-11-05,,,F
2256,Ennoueichia,2020-11-05,,,F
2257,El Karrek,2020-11-05,,,F
2258,Bou Kasslene Ain Chalou,2020-11-05,,,F
2259,Sidi Mahmoud,2020-11-05,,,F
2260,Ain Essatara Echourfa,2020-11-05,déficit en eau ,Projet de raccordement du nouveau forage en cours démarrage le 04/06/2020,P
2261,Ezziedine,2020-11-05,,,F
2262,Eddkheilia,2020-11-05,,,F
2263,Bou Saada,2020-11-05,,,F
2264,Essafeya,2020-11-05,,,F
2265,Lafereg,2020-11-05,Branchements illicites et abus de consommation,projet d'assainissement et renforcement en cours demarrage le 04/06/2020,P
2267,El Welja Ezzouabi,2020-11-05,,,F
2268,Ouled Alya,2020-11-05,,,F
2269,El Mkhachbia,2020-11-05,,,F
2270,El Araibia,2020-11-05,,,F
2271,Bichouk Guitouni,2020-11-05,déficit en eau SONEDE,projet d'AEP sur GDA Mkhachbia le 30/06/2020,P
2272,Ksar Hdid,2020-11-05,Mauvaise gestion des ressources en eau par le GDA       ,,F
2274,El yosr 2,2020-11-05,,,F
2275,El Houaoulia,2020-11-05,,,F
2276,Bou Khmira,2020-11-05,Manque  en eau SONEDE,,P
2277,Sbaa Ouynette,2020-11-05,,,F
2278,Ain El Acha,2020-11-05,,,F
2279,Bourouis,2020-11-05,,,F
2280,Beni Malek1,2020-11-05,,,F
2281,El Homr El Fahema,2020-11-05,,,F
2282,Beni Malek 2,2020-11-05,,,F
2283,Echebia,2020-11-05,,,F
2284,El Jouza,2020-11-05,,,F
2285,El Hamra El Fteitna,2020-11-05,,,F
2286,El Ghorfa,2020-11-05,,,F
2287,Meghraoua,2020-11-05,,,F
2288,Essoueibia,2020-11-05,,,F
2289,Elaaraba,2020-11-05,Mauvaise gestion des ressources en eau par le GDA                         ,,F
2290,Tamisa Ermathnia,2020-11-05,,,F
2291,El Gassaa,2020-11-05,,,F
2292,Argoub limama,2020-11-05,,,F
2293,Weljet Edoukhane,2020-11-05,,projet de raccordement SONEDE en cours                 ,A
2294,Ain Younes,2020-11-05,,,F
2295,Oued Lahmar,2020-11-05,,,F
2296,Zaatriya Birmilia,2020-11-05,,,F
2297,Khawaldia,2020-11-05,,,F
2298,Bir Bouneb,2020-11-05,Manque  en eau SONEDE,,P
2299,Mezghouta Zeldou,2020-11-05,Manque  en eau SONEDE     ,,P
2300,Jlasse Bou Issa,2020-11-05,,,F
2301,Lahweche,2020-11-05,,,P
2302,Oued Zitoun,2020-11-05,,,F
2303,El Ksar,2020-11-05,,,F
2304,Bou Sedra,2020-11-05,Manque  en eau SONEDE    ,,F
2305,Trabelsia,2020-11-05,,,F
2306,Mabrek Ejmel,2020-11-05,,,F
2307,Louatia,2020-11-05,,,F
2308,Kbar Erroum,2020-11-05,,,F
2309,Hidous,2020-11-05,,,F
2310,Ettella /Ben Guayass ,2020-11-05,,,F
2311,Khacheb,2020-11-05,Mauvaise gestion des ressources en eau par le GDA        ,,P
2312,Dour Ismail,2020-11-05,,,F
2313,Sidi Nasser,2020-11-05,,,A
2314,Ettrifa,2020-11-05,,Projet SONEDE en cours  ,P
2316,Ouled Sidhom Ena‹mya,2020-11-05,,,F
2317,Ennouayria,2020-11-05,,,F
2318,Jreidia Abebda,2020-11-05,Endettement STEG du GDA source sidi nasser,,A
2319,Belhouane,2020-11-05,,,F
2320,El Ghouaoura,2020-11-05,,,F
2321,Oued Damous,2020-11-05,,,F
2322,Oued El Maadene,2020-11-05,,,F
2323,Errmila Fatnassa,2020-11-05,,,F
2324,Ain El Moussem,2020-11-05,,,F
2325,Ejmila El Kamara,2020-11-05,,,F
2326,Ejmil et Daoua,2020-11-05,,,F
2327,Edhirat Ettraiya,2020-11-05,,,F
2328,Jbel Eddis,2020-11-05,,,F
2329,Zaga,2020-11-05,,,F
2330,Bou Karnouna,2020-11-05,,,F
2331,Ghyadha,2020-11-05,Rabbatement du forage ,Réparé le 26/10/2020,F
2332,Tabouba,2020-11-05,,,F
2333,Ouled Ali Essendiane,2020-11-05,,,F
2334,Taberdega,2020-11-05,,,F
2335,El Mchergua,2020-11-05,,,F
2336,Tabouba Oued maadene,2020-11-05,,,F
2337,Bellif Cap Nigro,2020-11-05,,,F
2338,El Oulija,2020-11-05,,,F
2339,Hdhil,2020-11-05,Problèmes social avec Bou Zenna 2,AO en cours ( 2 ème avis),A
2340,Iadhy Ain Melleti,2020-11-05,,,F
2341,Ouled Marii,2020-11-05, raccordement sur l'axe Bouhertma Téboursouk,avancement à20%,A
2342,chalagoua,2020-11-05,,,F
2343,Rihana,2020-11-05,,,F
2344,Neffet Zehna Garn Kebch,2020-11-05,,,F
2345,Ain Hammem,2020-11-05,,,F
2346,Bel Ich,2020-11-05,Manque  en eau SONEDE,,P
2347,El Amra,2020-11-05,Probléme de gestion Réfus des abonnés de l'exploitation et demande de raccordement et expoitation de systéme par la sonede ,,A
2348,Zaten,2020-11-05,,,F
2349,Ladbech Lachraf,2020-11-05,,,F
2350,Ezznazfa,2020-11-05,,,F
2351,Sidi Ahmed Touati,2020-11-05,Fin des  travaux de déplacement des conduites de réfoulement entre la station de pompage mazraa ben slama et le resérvoir sidi touati et amilioration du debit du forage,,F
2352,Mazraet Ben Slama,2020-11-05,,,F
2353,Beni rachid,2020-11-05,,,F
2354,warifen Zguaba,2020-11-05,,,F
2355,Oued El Ghirene,2020-11-05,,,F
2356,Abou El Wafa,2020-11-05,,,F
2357,Baten Ettrajma,2020-11-05,,,P
2358,El Mguitla,2020-11-05,,,F
2359,Oued Essouinia,2020-11-05,Baisse de rendement des équipements PV,nov-20,A
2360,Bou Jarboua,2020-11-05,,,F
2361,Markez Mosbeh,2020-11-05,pression faible,commission des marchés,P
2362,OM Saleh,2020-11-05,pression faible,commission des marchés,P
2363,Mhedhba_ Chnaina_ Kasr Rih,2020-11-05,pression faible,en cours des travaux,P
26,Baten Ettrajma,2020-07-07,,,F
2364,Sidi Hssen Belhaj Hlelefa,2020-11-05,transfert à la SONEDE,,P
2365,Bousaid Hadhara,2020-11-05,,,F
2366,Sbih,2020-11-05,manque de ressources + dettes,après réechelonnement des dettes,P
2367,Naouel (3GDA),2020-11-05,dettes SONEDE,après réechelonnement des dettes,A
2368,Intlaka Aouled Amor,2020-11-05,,,F
2369,Intlika Aouled Amor nouveau,2020-11-05,,,F
2370,Intlika Aouled Amor Ancien,2020-11-05,,,F
2371,Mghadhia,2020-11-05,"Réhab,SAEP",2021,P
2372,Mghadhia Chouket,2020-11-05,,,P
2373,Ethet Chlaya,2020-11-05,"Réhab,SAEP",2021,A
2374,Ghaib,2020-11-05,,,F
2375,Satour et swaktia - Jerwala,2020-11-05,,,A
2376,Bou said Hadhara,2020-11-05,,,F
2377,Bousaid Knitra,2020-11-05,,,F
2378,Bousaid Knitra ,2020-11-05,,,F
2379,Toleb Ras Souinia,2020-11-05,,,F
2380,Ras souina _Toleb,2020-11-05,,,F
2381,Aouled Fatnassi,2020-11-05,,,F
2382,Sidi Ghrib,2020-11-05,renforcement conduiteSONEDE,,A
2383,Tarfaoui,2020-11-05,,,F
2384,Gragour,2020-11-05,dettes SONEDE + panne technique (bouchage),,A
2385,Gargour,2020-11-05,,,A
2386,Sawa3ed,2020-11-05,dettes SONEDE,,A
2387,Bouladhieb,2020-11-05,,,P
2388,Bou ladhieb,2020-11-05,,,P
2389,Frajnia ,2020-11-05,,,P
2390,Frajnia,2020-11-05,,,P
2391,Frajnia (Ben sahloun),2020-11-05,,,F
2392,Bou Ladhieb (aouled saada),2020-11-05,,,F
2393,Rbai ouled aliya,2020-11-05,"Réhab,SAEP",2021,A
2394,Oudrane Nord,2020-11-05,manque de ressources,aout 2020,P
2395,Chaaleb,2020-11-05,dettes SONEDE + panne technique (casses de conduite fréquentes),aout 2020,P
2396, Chaaleb,2020-11-05,,,P
2397,L'abrage,2020-11-05,,,F
2398,Ltaifa 1,2020-11-05,,,F
2399,Ltaifa 2,2020-11-05,,,F
2400,ltafia2,2020-11-05,,,F
2401,Bir Abbes,2020-11-05,,,F
2402,Sidi abd kafi,2020-11-05,,,F
2403,Sidi Abd Kafi ,2020-11-05,,,F
2404,Sidi Issa,2020-11-05,,,F
2405,Sidi issa_choucha,2020-11-05,,,F
2406,Attcha,2020-11-05,,,F
2407,Kraima,2020-11-05,,,F
2408,Attacha,2020-11-05,,,F
2409,Raghayia,2020-11-05,,,F
2410,Msadga,2020-11-05,,,F
2411,Raghaya,2020-11-05,,,F
2412,Zelyana,2020-11-05,,,F
2413,Om choucha1,2020-11-05,,,F
2414,Om choucha 2,2020-11-05,,,F
2415,Om choucha,2020-11-05,,,F
2416,choket ,2020-11-05,,,F
2417,Jerwala_Satour,2020-11-05,,,F
2418,Jerwala_Satour(aouled Bahri),2020-11-05,,,F
2419,Jerwala,2020-11-05,,,F
2420,Melha SAEP Sbih,2020-11-05,manque de ressources + dettes,après réechelonnement des dettes,P
2421,Chfafra AEP Sbih,2020-11-05,,,P
2422,Zobra AEP Sbih,2020-11-05,,,P
2423,Zaboussa Khawala,2020-11-05,dettes SONEDE + panne technique (casses de conduite fréquentes),aout 2020,P
2424,Atil,2020-11-05,dettes SONEDE + panne technique (casses de conduite fréquentes),aout 2020,P
2425,Frichet,2020-11-05,dettes SONEDE + panne technique (casses de conduite fréquentes),aout 2020,P
2426,Nawel -ouled gmar,2020-11-05,dettes SONEDE,après réechelonnement des dettes,A
2427,El Achaich,2020-11-05,,,F
2428,Katt Jlass,2020-11-05,Branchement illicite,en cours de résolution,P
2429,El Machta,2020-11-05,,Travaux sonede en cours de la phase finale,F
2430,Missra,2020-11-05,,,F
2431,Sidi Abid,2020-11-05,,,F
2432,El Khlij,2020-11-05,,,F
2433,Cebelet Ben Ammar,2020-11-05,,,F
2434,Jbal Ammar,2020-11-05,,,F
2435,Cité Jlass,2020-11-05,,,F
2436,Cherfech 24,2020-11-05,,,F
2437,Cité Fellahin,2020-11-05,,,F
2438,Chebbaou,2020-11-05,,,F
2439,Jbal Touba,2020-11-05,,,F
2440,Sidi Fnar,2020-11-05,,,F
2441,HERIA,2020-11-05,rabattement du forage,,A
2442,JOUF ALHIRIA,2020-11-05,,,F
2443,FONDOK DEBBICHE,2020-11-05,,,F
2444,BOUAJILA,2020-11-05,,,F
2445,CHOUCHA,2020-11-05,Casse conduites,04/11/2020,A
2446,MAGROUNA,2020-11-05,,,F
2447,RHAMNA,2020-11-05,,,F
2448,DGUEGZA,2020-11-05,,,F
2449,ROUHIA 10,2020-11-05,,,F
2450,OULED LABIADH,2020-11-05,,,F
2451,MFETHIA,2020-11-05,Branchements illicites,,P
2452,BOUMIA,2020-11-05,,,F
2453,SOUALEM,2020-11-05,,,F
2454,BLAADIA,2020-11-05,,,F
2455,AOULED HAMMOUDA,2020-11-05,Endettement SONEDE Saddine,,P
2456,GARAA,2020-11-05,,,F
2457,AOULED CHIKH,2020-11-05,Manque d'eau,,P
2458,SODGA -DKHILA,2020-11-05,,,F
2459,BAYATH,2020-11-05,,,F
2460,ALKERMANIA,2020-11-05,,,F
2461,AIN ZAKKAR,2020-11-05,,,F
2462,AOULED ARFA,2020-11-05,,,F
2463,AOULED BEN AMOR,2020-11-05,,,F
2464,ALKNAZIZ,2020-11-05,,,F
2465,AIN SLIMEN,2020-11-05,,,F
2466,JOUABRIA-ATAYAT,2020-11-05,,,F
2467,AIN DISSA,2020-11-05,,,F
2468,AOULED SLEMA,2020-11-05,,,F
2469,MEDIOUNA,2020-11-05,Panne conduite d'adduction-Endettement STEG,06/11/2020,A
2470,LOUATA,2020-11-05,,,F
2471,AOULED ABDA,2020-11-05,,,F
2472,BALLOUTA-1,2020-11-05,,,F
2473,RAININE,2020-11-05,Manque d'eau,,P
2474,SIDI AMEUR,2020-11-05,,,F
2475,NMEYRIYA,2020-11-05,,,F
2476,MGUEDIL,2020-11-05,,,F
2477,FAOUAR JIBSSA,2020-11-05,,,F
2478,Ouled Haj Tahar (EN ARRET) - Bichga 1+Bichga 2,2020-11-05,,,F
2479,FTISS,2020-11-05,,,F
2480,HINCHIR ROMENE,2020-11-05,,,F
2481,AIN KSIL,2020-11-05,,,F
2482,Mesrata - Jbalia Rmil+Frachiche,2020-11-05,,,F
2483,El Klila,2020-11-05,,,F
2484,AIN BOUSLEMA,2020-11-05,,,F
2485,RHAHLA,2020-11-05,,,F
2486,OM ZID,2020-11-05,,,F
2487,BENNOURIA,2020-11-05,Branchements illicites,,P
2488,AOULED SLIT,2020-11-05,Branchements illicites,,P
2489,Bourouis agricole,2020-11-05,,,F
2490,Ain Mellita,2020-11-05,,,F
2491,ROUISSINE JBEL,2020-11-05,,,F
2492,GARIYA SUD,2020-11-05,Endettement STEG,,A
2493,THOUAWDA-FDHOUL,2020-11-05,,,F
2494,MANSOURA (HARGAN),2020-11-05,,,F
2495,JENOUA,2020-11-05,,,F
2496,GUEROUACHA,2020-11-05,,,F
2497,Ain Chrif,2020-11-05,,,F
2498,Ain Jouza,2020-11-05,,,F
2499,Ain El Khantoucha,2020-11-05,,,F
2500,Ain Deflaya,2020-11-05,,,F
2501,Ain Naga,2020-11-05,,,F
2502,Ain Faouar,2020-11-05,,,F
2503,Ain El Morra,2020-11-05,,,F
2504,Ain Maghraoua,2020-11-05,,,F
2505,Bni Abdallah,2020-11-05,,,F
2506,Ballaouta 2,2020-11-05,,,F
2507,Ain Ahmed Bou Ain,2020-11-05,,,F
2508,Ain Jouljoul,2020-11-05,,,F
2509,Zouagha,2020-11-05,,,F
2510,El Gniwat,2020-11-05,,,F
2511,Nfessa,2020-11-05,,,F
2512,Boudamous,2020-11-05,,,F
2513,Zouabine,2020-11-05,,,F
2514,Sidi Amara,2020-11-05,,,F
2515,Dyr Ouled Yahia,2020-11-05,,,F
2516,Argoub El Khalsa,2020-11-05,,,F
2518,Ain Nchem,2020-11-05,,,F
27,El Mguitla,2020-07-07,,,F
2519,Ezghadia Sidi Ayed,2020-11-05,,,F
2520,Gmata,2020-11-05,,,F
2521,Khouchchet Chaabane,2020-11-05,,,F
2522,El Barrama,2020-11-05,,,F
2524,Hammame Biadha Janoubi - El Khanga,2020-11-05,,,F
2525,Boukhil - Oued Ellouz,2020-11-05,,,F
2526,Borj Messaoudi,2020-11-05,,,F
2527,Nchem - Essghairia,2020-11-05,,,F
2528,Tricha,2020-11-05,,,F
2529,Fej Abbed,2020-11-05,,,F
2530,Bni Hazem,2020-11-05,,,F
2531,Ennsirat,2020-11-05,,,F
2532,El Fej Ouled Tlil,2020-11-05,,,F
2533,Jebnoun - Hammam Kesra,2020-11-05,,,F
2534,Ellouza Kadima,2020-11-05,,,F
2535,Bou Ibdillah,2020-11-05,Manque d'eau et banchements illicites,,P
2536,Ellouza El Jadida,2020-11-05,,,F
2537,Piquage SONEDE,2020-11-05,,,F
2538,Msahla - El Marthoum - Ouled Slama - Essmirat,2020-11-05,,,F
2539,Ain Ben Ali,2020-11-05,,,F
2540,Ain Jbour - Jama+Zouinet+Ouerfella+Eddliwat,2020-11-05,Manque d'eau ,,P
2541,Essaraguia,2020-11-27,équipement en cours ,Dec_2020,A
2542,Fifh El Balloum,2020-11-27,équipement en cours,Dec_2020,A
2543,Takasim est,2020-11-27,,,F
2544,Bir Zouari,2020-11-27,,,F
2545,Chahed El Agreb,2020-11-27,rabattement de la nappe,,P
2546,Alanda 1,2020-11-27,,,F
2547,Alanda 2,2020-11-27,,,F
2548,Oued Jdari,2020-11-27,Endettement Sonede,,A
2549,Zamour,2020-11-27,manque financement  pour éléctrification,,A
2550,Ayeycha,2020-11-27,,,F
2551,Ouled Omor rouached,2020-11-27,,,F
2552,Hawel El Oued,2020-11-27,,,F
2553,Ouled Issa,2020-11-27,,,F
2554,Ouled Nasser Jbel,2020-11-27,manque resource d'eau+  refus de piquage de la part de la SONEDE,,A
2555,Jibilet Elousset,2020-11-27,,,F
2556,Bir Saad,2020-11-27,,,F
2557,El Hanachia,2020-11-27,,,F
2558,El Fej,2020-11-27,equipement en cours  de forage ouled ahmed ben saad 2  pour raccorder au réseau ,Fin Nov_2020,P
2559,El Ogla,2020-11-27,,,F
2560,Swinia,2020-11-27,non éléctrifié (en cours de signature de marché entre STEG et PDAI),,A
2561,Ftaimia,2020-11-27,,,F
2562,Abebsa,2020-11-27,opposition des citoyens sur le passage du conduite de refoulement,,A
2563,El Karia,2020-11-27,,,F
2564,Ouled Haj Boualleg,2020-11-27,,,F
2565,Msadgfiya,2020-11-27,,,F
28,Oued Essouinia,2020-07-07,Baisse de rendement des équipements PV,juil-20,A
2566,Mgalsia,2020-11-27,travaux d'electrification  achevé  en attente reception du poste HTBT  par STEG,Déc_2020,A
2567,Amaymia 1,2020-11-27,,,F
2568,Gramlia,2020-11-27,,,F
2569,Amaymia 2,2020-11-27,,,F
2570,AmaymiaNadhour,2020-11-27,,,F
2571,Mitkidis,2020-11-27,,,F
2572,Guettar 2,2020-11-27,,,F
2573,Guettar 1,2020-11-27,,,F
2574,Rkaiez El Bidh,2020-11-27,,,F
2575,El Adhla El Hamra,2020-11-27,,,F
2576,Akarim Entilaka,2020-11-27,,,F
2577,Henchir Gtif,2020-11-27,,,F
2578,Henchir Barouka,2020-11-27,,,F
2579,Ouglet Ahmed,2020-11-27,,,F
2580,Ouled Mhamed,2020-11-27,,,F
2581,Hawel El Oued bis,2020-11-27,,,F
2582,Ouled Dellej,2020-11-27,,,F
2583,Jdida - Jarara,2020-11-27,traveaux d'électrification en cours,Déc_2020,A
2584,El Hosseb,2020-11-27,non éléctrifié,Déc_2020,A
2585,Jdida Ouled Belgacem,2020-11-27,,,F
2586,Henchir Lafrah,2020-11-27,,,F
2587,Abed Essadeg,2020-11-27,,,F
2588,Hbarna,2020-11-27,en cours de creation du GDA,,A
2589,Goussa,2020-11-27, en cours  de raccordement du reseau avec forage sonede,Nov_2020,A
2590,O.Chrayet O.Tlijene,2020-11-27,en attente de l'expertise des travaux executés par  entreprise resilié ,2021,A
2591,Majoura Edekhla,2020-11-27,manque  de financement pour lancer une  consultation pour la réhabilitation de 1 km de conduite tassé  l'hors de l'execution des travaux de revetement de la route - ,,A
2592,Alim Edakhla,2020-11-27,,,F
2593,Ouled Zid,2020-11-27,,,F
2594,Echabiba,2020-11-27,,,F
2595,Athmnia,2020-11-27,,,F
2596,Henchir Lekhriba,2020-11-27,,,F
2597,Aouaynia (Ezalouf),2020-11-27,en cours de créer nouveau Gda ,,A
2598,Skakra,2020-11-27,Endettement Steg,,A
2599,Sned Jbel,2020-11-27,,,F
2600,Saaydia,2020-11-27,,,F
2601,Oued Lasfer,2020-11-27,ancien forage abandonné en cours de raccordement avec le nouveau forage oued lassfer 2,,P
2602,Khed Rabeh,2020-11-27,,,F
2603,El Grefi,2020-11-27,,,F
2604,Essarsar El Hmeimia,2020-11-27,,,F
2605,Ksar Mezwar,2020-11-27,,,F
2606,Jbel Echaara ,2020-11-27,,,F
2607,Ouled Soula,2020-11-27,,,F
2608,Ennheichia,2020-11-27,,,F
2609,Ain Soltan,2020-11-27,,,F
2610,Ennoueichia,2020-11-27,,,F
2611,El Karrek,2020-11-27,panne élèctrique ,réparé le10/11/2020,F
2612,Bou Kasslene Ain Chalou,2020-11-27,,,F
2614,Ain Essatara Echourfa,2020-11-27,déficit en eau ,Projet de raccordement du nouveau forage en cours démarrage le 04/06/2020,P
2615,Ezziedine,2020-11-27,,,F
2616,Eddkheilia,2020-11-27,,,F
2617,Bou Saada,2020-11-27,,,F
2618,Essafeya,2020-11-27,,,F
2619,Lafereg,2020-11-27,Branchements illicites et abus de consommation,projet d'assainissement et renforcement en cours demarrage le 04/06/2020,P
2620,Henchir Mansour Lengaa,2020-11-27,,,F
2621,El Welja Ezzouabi,2020-11-27,,,F
2622,Ouled Alya,2020-11-27,,,F
2623,El Mkhachbia,2020-11-27,,,F
2624,El Araibia,2020-11-27,,,F
2625,Bichouk Guitouni,2020-11-27,déficit en eau SONEDE,projet d'AEP sur GDA Mkhachbia le 30/06/2020,P
2626,Ksar Hdid,2020-11-27,Mauvaise gestion des ressources en eau par le GDA       ,,F
2627,El Meleh,2020-11-27,,,F
2628,El yosr 2,2020-11-27,,,F
2629,El Houaoulia,2020-11-27,,,F
2630,Bou Khmira,2020-11-27,Manque  en eau SONEDE,,P
2631,Sbaa Ouynette,2020-11-27,,,F
2632,Ain El Acha,2020-11-27,,,F
2633,Bourouis,2020-11-27,,,F
2634,Beni Malek1,2020-11-27,,,F
2635,El Homr El Fahema,2020-11-27,,,F
2636,Beni Malek 2,2020-11-27,,,F
2637,Echebia,2020-11-27,,,F
2638,El Jouza,2020-11-27,,,F
2639,El Hamra El Fteitna,2020-11-27,,,F
2640,El Ghorfa,2020-11-27,,,F
2641,Meghraoua,2020-11-27,,,F
2642,Essoueibia,2020-11-27,,,F
2643,Elaaraba,2020-11-27,Mauvaise gestion des ressources en eau par le GDA                         ,,F
2644,Tamisa Ermathnia,2020-11-27,,,F
2645,El Gassaa,2020-11-27,,,F
2646,Argoub limama,2020-11-27,,,F
2647,Weljet Edoukhane,2020-11-27,,projet de raccordement SONEDE en cours                 ,A
2648,Ain Younes,2020-11-27,,,F
2649,Oued Lahmar,2020-11-27,,,F
2650,Zaatriya Birmilia,2020-11-27,,,F
2651,Khawaldia,2020-11-27,,,F
2652,Bir Bouneb,2020-11-27,Manque  en eau SONEDE    panne élèctrique ,réparé le11/11/2020,P
2653,Mezghouta Zeldou,2020-11-27,Manque  en eau SONEDE     ,,P
2654,Jlasse Bou Issa,2020-11-27,,,F
2655,Lahweche,2020-11-27,,,P
2657,El Ksar,2020-11-27,,,F
2658,Bou Sedra,2020-11-27,Manque  en eau SONEDE    ,,F
2659,Trabelsia,2020-11-27,,,F
2660,Mabrek Ejmel,2020-11-27,,,F
